textID,original,sentiment,prefix,completion,combined,orig_without_prefix
124e30d941," well, not all. just stay away from those kinds and surround yourself with those who don`t. happy mother`s day to ur mom, treiz!",positive,"<sentiment: positive>well, not all. just stay away from those kinds and surround yourself with",good people,"<sentiment: positive>well, not all. just stay away from those kinds and surround yourself withgood people"," those who don`t. happy mother`s day to ur mom, treiz!"
7d87899024,"Dear rain, you suck. Now I gotta change my plans for tonight",negative,"<sentiment: negative>Dear rain, you suck. Now",I have to go to work in wet clothes.,"<sentiment: negative>Dear rain, you suck. NowI have to go to work in wet clothes.",I gotta change my plans for tonight
f0acd25d8e,Not happy,negative,<sentiment: negative>Not,feeling well  I`m going to bed,<sentiment: negative>Notfeeling well  I`m going to bed,happy
f0ef04109b,about to go to sleep,neutral,<sentiment: neutral>about to,go to bed.  Good night everyone!,<sentiment: neutral>about togo to bed.  Good night everyone!,go to sleep
43b390b336, I checked.  We didn`t win,neutral,<sentiment: neutral>I checked. ,I have no idea what you're talking about.,<sentiment: neutral>I checked. I have no idea what you're talking about., We didn`t win
43e91a5488, I liked it.  Did you record it yourself?  If so you have a very soothing voice.,positive,<sentiment: positive>I liked it.  Did you record it yourself,?,<sentiment: positive>I liked it.  Did you record it yourself?,?  If so you have a very soothing voice.
e64208b4ef, and within a short time of the last clue all of them,neutral,<sentiment: neutral>and within a short time of,"that, i`m going to be a grandma","<sentiment: neutral>and within a short time ofthat, i`m going to be a grandma", the last clue all of them
3112944847,ughh on the phone with HP!,neutral,<sentiment: neutral>ughh on the,way to work,<sentiment: neutral>ughh on theway to work,phone with HP!
c50bdd4567, thats so cool,positive,<sentiment: positive>th,inks that the new Star Trek movie is awesome!,<sentiment: positive>thinks that the new Star Trek movie is awesome!,ats so cool
69d6b5d93e, .. and you`re on twitter! Did the tavern bore you that much?,neutral,<sentiment: neutral>.. and you`re on twitter!,I`m going to bed. Goodnight,<sentiment: neutral>.. and you`re on twitter!I`m going to bed. Goodnight, Did the tavern bore you that much?
726e501993, that`s great!! weee!! visitors!,positive,<sentiment: positive>that`s great!!,i`m glad you`re having fun,<sentiment: positive>that`s great!!i`m glad you`re having fun, weee!! visitors!
2dbb28cc29,"_xo   dang it, so its not certain ? ? ? are you okay?",neutral,"<sentiment: neutral>_xo   dang it, so its",true.  i was hoping you were just kidding.,"<sentiment: neutral>_xo   dang it, so itstrue.  i was hoping you were just kidding.",not certain ? ? ? are you okay?
54670ca807,skype call with billie but my webcam dont work,neutral,<sentiment: neutral>skype call with bill,ie  i miss her,<sentiment: neutral>skype call with billie  i miss her,e but my webcam dont work
746d87f93e,Should have left car and walked home! I might need someone to rescue me with petrol! Light flashing,neutral,<sentiment: neutral>Should have left car and walked home! I might,have to get a new car now  #fb,<sentiment: neutral>Should have left car and walked home! I mighthave to get a new car now  #fb,need someone to rescue me with petrol! Light flashing
37bcad24ca, What did you get?  My day is alright.. haven`t done anything yet. leaving soon to my stepsister though!,neutral,<sentiment: neutral>What did you get?  My day is alright.. haven,`t had much time to play with the new phone yet,<sentiment: neutral>What did you get?  My day is alright.. haven`t had much time to play with the new phone yet,`t done anything yet. leaving soon to my stepsister though!
3a98aa4762,Happy Mothers Day!!!,positive,<sentiment: positive>Happy,Mother`s Day to all the mom`s out there!,<sentiment: positive>HappyMother`s Day to all the mom`s out there!,Mothers Day!!!
1fa8e6ad66, look who I found just for you  --->  http://twitter.com/DJT2009,positive,<sentiment: positive>look who I found just for you  --->,http://bit.ly/20596g,<sentiment: positive>look who I found just for you  --->http://bit.ly/20596g,  http://twitter.com/DJT2009
f87dea47db,Last session of the day  http://twitpic.com/67ezh,neutral,<sentiment: neutral>Last session of the day  http://,plurk.com/p/7326j,<sentiment: neutral>Last session of the day  http://plurk.com/p/7326j,witpic.com/67ezh
dc73e85417,Take antibacterial to school to clean your hands when you cant go the loos,neutral,<sentiment: neutral>Take antibacterial to school to clean,my hands  I`m so sick of being sick,<sentiment: neutral>Take antibacterial to school to cleanmy hands  I`m so sick of being sick,your hands when you cant go the loos
599f51af6b,"feels sorry every time I`m printing out, I use like 200 new papers",negative,<sentiment: negative>feels sorry every time I`m printing,a document and the printer stops in the middle of it.,<sentiment: negative>feels sorry every time I`m printinga document and the printer stops in the middle of it.,"out, I use like 200 new papers"
297f7d9e0f, yeah i need his fricken cell number ive tried his home for months and hes too busy. i miss braddddddddd,negative,<sentiment: negative>yeah i need his fricken cell number ive tried his home,phone but no one answers,<sentiment: negative>yeah i need his fricken cell number ive tried his homephone but no one answers, for months and hes too busy. i miss braddddddddd
01082688c6, happy bday!,positive,<sentiment: positive>happy,mother`s day to all the mom`s out there!,<sentiment: positive>happymother`s day to all the mom`s out there!, bday!
afa11da83f," soooooo wish i could, but im in school and myspace is completely blocked",negative,"<sentiment: negative>soooooo wish i could, but",i can`t go to the concert tonight  sadface,"<sentiment: negative>soooooo wish i could, buti can`t go to the concert tonight  sadface", im in school and myspace is completely blocked
7a81537034,AT&T cheated the system and now I have no Green Day tickets  **** you AT&T!,negative,<sentiment: negative>AT&T cheated the system and now I have,to wait 24 hours for my phone to be unlocked,<sentiment: negative>AT&T cheated the system and now I haveto wait 24 hours for my phone to be unlocked,no Green Day tickets  **** you AT&T!
4dd58ecd2c,resorted to eating Mickey Ds ALONE.,neutral,<sentiment: neutral>resorted to eating Mickey,D`s for lunch  I`m not happy with myself,<sentiment: neutral>resorted to eating MickeyD`s for lunch  I`m not happy with myself,Ds ALONE.
17d18ba9ef,thinks SG is wonderful,positive,<sentiment: positive>thinks,that the new `soulja boy` video is hilarious,<sentiment: positive>thinksthat the new `soulja boy` video is hilarious,SG is wonderful
e6c154f9be, bahah sadly I am not,negative,<sentiment: negative>bahah sadly,i dont have a camera,<sentiment: negative>bahah sadlyi dont have a camera, I am not
4a65010643, riley hacked my twitter!  hahaha :],neutral,<sentiment: neutral>riley hacked my twitter,i miss him,<sentiment: neutral>riley hacked my twitteri miss him,!  hahaha :]
6d846d7d50, I`m sorry  at least it`s Friday?,negative,<sentiment: negative>I`m sorry ,I can`t go to the concert. I have to work.,<sentiment: negative>I`m sorry I can`t go to the concert. I have to work., at least it`s Friday?
c2ea5cb58b,Not feeling all that well today,negative,<sentiment: negative>Not feeling all,that well today  I think I`m coming down with something,<sentiment: negative>Not feeling allthat well today  I think I`m coming down with something,that well today
c238c4dbb7,i just watched Marley & Me...i cried so hard!,negative,<sentiment: negative>i just watched Marley &,Me.  i cried so hard.  i hate that movie,<sentiment: negative>i just watched Marley &Me.  i cried so hard.  i hate that movie,Me...i cried so hard!
e96d849b35, i always have those for my Champions League parties  Tis awesome,positive,<sentiment: positive>i always have those for my,friends  i love you guys,<sentiment: positive>i always have those for myfriends  i love you guys, Champions League parties  Tis awesome
0a21b662a4," i don`t want to do anything specific, i just want to see you and puppy!",neutral,"<sentiment: neutral>i don`t want to do anything specific,",i just want to be with you,"<sentiment: neutral>i don`t want to do anything specific,i just want to be with you", i just want to see you and puppy!
25510fbf89,I have the Job  this is a nice day it can not be better,positive,<sentiment: positive>I have the Job  this is,a good day,<sentiment: positive>I have the Job  this isa good day,a nice day it can not be better
96d74cb729, Shanghai is also really exciting (precisely -- skyscrapers galore). Good tweeps in China:  (SH)  (BJ).,positive,<sentiment: positive>Shanghai is also really exciting (precisely -- skyscrapers gal,"ore, and the Bund is a great place to hang out).","<sentiment: positive>Shanghai is also really exciting (precisely -- skyscrapers galore, and the Bund is a great place to hang out).",ore). Good tweeps in China:  (SH)  (BJ).
0ba6aaf9aa,": hmmm, wrong link, ignore my tweet",negative,"<sentiment: negative>: hmmm, wrong",number.  I'm not sure if I should be offended or not.,"<sentiment: negative>: hmmm, wrongnumber.  I'm not sure if I should be offended or not.","link, ignore my tweet"
4e87dcff0e, what are you? flavor of the day?,neutral,<sentiment: neutral>what are you?,,<sentiment: neutral>what are you?, flavor of the day?
614aed9113,I`m so very tired...and have insomnia.,negative,<sentiment: negative>I`m so very,tired. I need to go to bed.  I have a headache.,<sentiment: negative>I`m so verytired. I need to go to bed.  I have a headache.,tired...and have insomnia.
1256e6a4d2,"  lol since I got twitter a little while ago, it seems like loads of people setting up an account",neutral,"<sentiment: neutral>lol since I got twitter a little while ago,",I`m not on MSN anymore,"<sentiment: neutral>lol since I got twitter a little while ago,I`m not on MSN anymore",", it seems like loads of people setting up an account"
834dc73c0c,Bout to hit pmark then make one of my final meals wit the housemates..,neutral,<sentiment: neutral>Bout to hit pmark then make one,last stop before going home,<sentiment: neutral>Bout to hit pmark then make onelast stop before going home,of my final meals wit the housemates..
0b34e66ea3,ok so this eye doctor guy is taking forever and i`m sitting in a cold room by myself...what? A jerk!,negative,<sentiment: negative>ok so this eye doctor guy is taking forever and i`m,getting really bored,<sentiment: negative>ok so this eye doctor guy is taking forever and i`mgetting really bored,sitting in a cold room by myself...what? A jerk!
2053a455e9,YES! Im down to 50% full on my dvr  i was at 98% like 3 days ago... lol I swear if I didnt have a dvr I would never watch tv,neutral,<sentiment: neutral>YES! Im down to 50% full on my dvr  i was at 98%,,<sentiment: neutral>YES! Im down to 50% full on my dvr  i was at 98%,like 3 days ago... lol I swear if I didnt have a dvr I would never watch tv
fa99046452,im just up :-| and its 12:43 :O  im so lazy thank god its a bank holiday,neutral,<sentiment: neutral>im just up :-| and its 12:43,am,<sentiment: neutral>im just up :-| and its 12:43am,:O  im so lazy thank god its a bank holiday
dfa577d3c1, Thanks Ennio,positive,<sentiment: positive>Thanks,"for the shout out,  I`m glad you liked the post","<sentiment: positive>Thanksfor the shout out,  I`m glad you liked the post", Ennio
71f4a9b495, U so dirrrrrty... Why oh why did I pick the Hawks  I figured I needed a longshot and they were a better bet than CAR,neutral,<sentiment: neutral>U so dirrrrrty... Why oh why did I pick the Hawks,?  http://twitpic.com/63897,<sentiment: neutral>U so dirrrrrty... Why oh why did I pick the Hawks?  http://twitpic.com/63897,  I figured I needed a longshot and they were a better bet than CAR
3ab338c459,"Just had a great study time followed by a delicious Japanese meal with Arty! Now, trying to get back into the study mood",positive,<sentiment: positive>Just had a great study time followed by a delicious Japanese meal with,"my best friend  I love you, Jess","<sentiment: positive>Just had a great study time followed by a delicious Japanese meal withmy best friend  I love you, Jess","Arty! Now, trying to get back into the study mood"
fe1deac869,   Caladesi was definitely a nice peaceful way to spend a Sunday! I got a lil tan!,positive,<sentiment: positive>Caladesi was definitely a nice peaceful way to,spend the day.  I think I`m going to miss it here,<sentiment: positive>Caladesi was definitely a nice peaceful way tospend the day.  I think I`m going to miss it here,to spend a Sunday! I got a lil tan!
29148dc95c, oh i love sunday mornings like this - mum just made scrambled eggs on toast,positive,<sentiment: positive>oh i love sunday mornings like this,,<sentiment: positive>oh i love sunday mornings like this, - mum just made scrambled eggs on toast
a11da2d3bf,"Playin City of Villains, wishin my buddies were playin with me.....",positive,"<sentiment: positive>Playin City of Villains, wish",I had a group to play with,"<sentiment: positive>Playin City of Villains, wishI had a group to play with",n my buddies were playin with me.....
b0f3142cb4,bundy. in 3 days.!!!! warm weather here i come!,neutral,<sentiment: neutral>bundy. in 3 days,,<sentiment: neutral>bundy. in 3 days,!!!! warm weather here i come!
4b0b53bc98,weathers let me down this morning...ugh!...hada gd nite tho!,neutral,<sentiment: neutral>weathers let me down this morning...ugh,!,<sentiment: neutral>weathers let me down this morning...ugh!,...hada gd nite tho!
410dd99aa3,man im so sad school is ending  but then again high school might be better :O,neutral,<sentiment: neutral>man im so sad school is ending  but,i have to go to work now,<sentiment: neutral>man im so sad school is ending  buti have to go to work now,then again high school might be better :O
bcb9426abb,I wish I could go to #BEA this weekend.,positive,<sentiment: positive>I wish I could go to,the beach with you guys,<sentiment: positive>I wish I could go tothe beach with you guys,#BEA this weekend.
990cdeae87, I want to see David cook!!,positive,<sentiment: positive>I want to,go to the beach.  I miss the ocean,<sentiment: positive>I want togo to the beach.  I miss the ocean, see David cook!!
5d57a5eda2, Thank you!  I`m working on `s,positive,<sentiment: positive>Thank you!  I,`m glad you liked it. I`m going to try to do more.,<sentiment: positive>Thank you!  I`m glad you liked it. I`m going to try to do more.,`m working on `s
76da985a47,The underwire in my bra is sticking out and poking me in the armpit,negative,<sentiment: negative>The underwire in my bra is sticking,out and hurting me.  I'm going to have to get a new one.,<sentiment: negative>The underwire in my bra is stickingout and hurting me.  I'm going to have to get a new one.,out and poking me in the armpit
c108e09b19,TweetDeck is acting really strange! Hum........ reinstall maybe. Update on the horizon? Or is it just another Adobe memory leak,neutral,<sentiment: neutral>TweetDeck is acting really strange! Hum........ reinstall maybe.,#tweetdeck,<sentiment: neutral>TweetDeck is acting really strange! Hum........ reinstall maybe.#tweetdeck,Update on the horizon? Or is it just another Adobe memory leak
433b1ab9ea,Ahhh my mommie got me new sheets for my bed  so comfy,positive,<sentiment: positive>Ahhh my mommie got me,a new phone,<sentiment: positive>Ahhh my mommie got mea new phone,new sheets for my bed  so comfy
eb2fc4d281, haaaw..well i get out of class at 10:50..i hope i make it,positive,<sentiment: positive>haaaw..well i get out of class,in 20 minutes!  and then i get to go home and sleep,<sentiment: positive>haaaw..well i get out of classin 20 minutes!  and then i get to go home and sleep, at 10:50..i hope i make it
886545bbab,"Yes, I am",neutral,<sentiment: neutral>Yes,", I`m a bit of a geek.  But I love it!","<sentiment: neutral>Yes, I`m a bit of a geek.  But I love it!", I am
eee518ae67,"Recession hit Veronique Branquinho, she has to quit her company, such a shame!",negative,"<sentiment: negative>Recession hit Veronique Branquinho,",the Belgian designer.  http://bit.ly/215QyM,"<sentiment: negative>Recession hit Veronique Branquinho,the Belgian designer.  http://bit.ly/215QyM","she has to quit her company, such a shame!"
0d29624200,"I <3 Rupert Grint......& of the boy, Ive accepted tht I do fancy him  But im certain he doesnt feel the same so its not worth telling him",neutral,"<sentiment: neutral>I <3 Rupert Grint......& of the boy, Ive accepted tht I",will never get to meet him,"<sentiment: neutral>I <3 Rupert Grint......& of the boy, Ive accepted tht Iwill never get to meet him",do fancy him  But im certain he doesnt feel the same so its not worth telling him
3dcf4f7e13,"... need retail therapy, bad. AHHH.....gimme money geebus",negative,"<sentiment: negative>... need retail therapy, bad. A",te a whole bag of cheetos and now I`m sick to my stomach.,"<sentiment: negative>... need retail therapy, bad. Ate a whole bag of cheetos and now I`m sick to my stomach.",HH.....gimme money geebus
683bb73c09, --that came to my mind. So I said it. And it has now been adapted into my family`s vocabulary,neutral,<sentiment: neutral>--that came to my mind. So I said it,.,<sentiment: neutral>--that came to my mind. So I said it.,. And it has now been adapted into my family`s vocabulary
