textID,original,sentiment,prefix,completion,combined,orig_without_prefix
cce5c4744a,Watching Body of Lies...good film,positive,<sentiment: positive>Watching Body of,Lies with my mom,<sentiment: positive>Watching Body ofLies with my mom,Lies...good film
afa11da83f," soooooo wish i could, but im in school and myspace is completely blocked",negative,"<sentiment: negative>soooooo wish i could, but",i have to work,"<sentiment: negative>soooooo wish i could, buti have to work", im in school and myspace is completely blocked
fe1deac869,   Caladesi was definitely a nice peaceful way to spend a Sunday! I got a lil tan!,positive,<sentiment: positive>Caladesi was definitely a nice peaceful way to,spend the day,<sentiment: positive>Caladesi was definitely a nice peaceful way tospend the day,to spend a Sunday! I got a lil tan!
95701e8ed9, guess that depends on if you want to be on the jury,neutral,<sentiment: neutral>guess that depends on if you,have a job or not,<sentiment: neutral>guess that depends on if youhave a job or not, want to be on the jury
67afe60d31,i miss my old phone it worked so good until i dropped it  i want a new one for my birthday...,neutral,<sentiment: neutral>i miss my old phone it worked so good until i,dropped it and it broke,<sentiment: neutral>i miss my old phone it worked so good until idropped it and it broke,dropped it  i want a new one for my birthday...
d41fe360e4," for...the...loss. dumbface  ...him, not u. what u up to on the wknd? i wanna seeeeeee ya!",negative,"<sentiment: negative>for...the...loss. dumbface ...him, not u.",i`m sorry.,"<sentiment: negative>for...the...loss. dumbface ...him, not u.i`m sorry.",. what u up to on the wknd? i wanna seeeeeee ya!
a14b4ff440,Happy Birthday Snickers!!!! ? I hope you have the best day ever! Let`s go shopping!!!,positive,<sentiment: positive>Happy Birthday Snickers!!!!? I hope you have,a great day!,<sentiment: positive>Happy Birthday Snickers!!!!? I hope you havea great day!, the best day ever! Let`s go shopping!!!
1e46d72ec6," yep, i wish they were all playing dubiln",positive,"<sentiment: positive>yep, i wish they",would have let me in,"<sentiment: positive>yep, i wish theywould have let me in", were all playing dubiln
c238c4dbb7,i just watched Marley & Me...i cried so hard!,negative,<sentiment: negative>i just watched Marley &,Me and now i`m crying,<sentiment: negative>i just watched Marley &Me and now i`m crying,Me...i cried so hard!
38e69da3a1," Oherr it`s soon then, do you have plans? I had a party on saturday  x",neutral,"<sentiment: neutral>Oherr it`s soon then, do you have",a new job yet?,"<sentiment: neutral>Oherr it`s soon then, do you havea new job yet?", plans? I had a party on saturday  x
7d87899024,"Dear rain, you suck. Now I gotta change my plans for tonight",negative,"<sentiment: negative>Dear rain, you suck. Now",I have to go to work,"<sentiment: negative>Dear rain, you suck. NowI have to go to work",I gotta change my plans for tonight
25e42b2bf2,"On the monday, so i wont be able to be with you!  i love you",positive,"<sentiment: positive>On the monday, so i wont be able",to see you guys tonight,"<sentiment: positive>On the monday, so i wont be ableto see you guys tonight",to be with you!  i love you
c31d79c440,I just cried whilst watching hollyoaks  .. i need a life! lol,negative,<sentiment: negative>I just cried whilst watching hollyo,aks. I miss my mum,<sentiment: negative>I just cried whilst watching hollyoaks. I miss my mum,ks  .. i need a life! lol
69d6b5d93e, .. and you`re on twitter! Did the tavern bore you that much?,neutral,<sentiment: neutral>.. and you`re on twitter!,I`m following you!,<sentiment: neutral>.. and you`re on twitter!I`m following you!, Did the tavern bore you that much?
be634ebeb0,My dead grandpa pays more attention to me than you do,negative,<sentiment: negative>My dead grandpa pays more,attention to me than my mom does.,<sentiment: negative>My dead grandpa pays moreattention to me than my mom does.,attention to me than you do
746d87f93e,Should have left car and walked home! I might need someone to rescue me with petrol! Light flashing,neutral,<sentiment: neutral>Should have left car and walked home! I might,have to go back to work tomorrow,<sentiment: neutral>Should have left car and walked home! I mighthave to go back to work tomorrow,need someone to rescue me with petrol! Light flashing
a04c8c8695, Why do I have to enter my registration details every time I update?,neutral,<sentiment: neutral>Why do I have to enter my,password to access my own blog?,<sentiment: neutral>Why do I have to enter mypassword to access my own blog?, registration details every time I update?
9ef44428d0,Stupid storm. No river for us tonight,negative,<sentiment: negative>Stupid storm.,I`m stuck in the house,<sentiment: negative>Stupid storm.I`m stuck in the house,No river for us tonight
37bcad24ca, What did you get?  My day is alright.. haven`t done anything yet. leaving soon to my stepsister though!,neutral,<sentiment: neutral>What did you get?  My day is alright.. haven,`t been to the gym in ages..,<sentiment: neutral>What did you get?  My day is alright.. haven`t been to the gym in ages..,`t done anything yet. leaving soon to my stepsister though!
ae93ad52a0,"So hot today =_=  don`t like it and i hate my new timetable, having such a bad week",negative,<sentiment: negative>So hot today =_=  don`t like it and,i`m not going to the beach,<sentiment: negative>So hot today =_=  don`t like it andi`m not going to the beach,"i hate my new timetable, having such a bad week"
f0ef04109b,about to go to sleep,neutral,<sentiment: neutral>about to,go to bed.  Goodnight everyone,<sentiment: neutral>about togo to bed.  Goodnight everyone,go to sleep
01082688c6, happy bday!,positive,<sentiment: positive>happy,mothers day to all the moms out there,<sentiment: positive>happymothers day to all the moms out there, bday!
e96d849b35, i always have those for my Champions League parties  Tis awesome,positive,<sentiment: positive>i always have those for my,friends,<sentiment: positive>i always have those for myfriends, Champions League parties  Tis awesome
fbb5742bbb,_Adel they didn`t reply yet.. wait till they confirm.. in case somebody might have translated it already..,neutral,<sentiment: neutral>_Adel they didn`t reply yet.. wait till they,do,<sentiment: neutral>_Adel they didn`t reply yet.. wait till theydo,confirm.. in case somebody might have translated it already..
704c53f4cf,Happy star wars day! May the fourth be with you,positive,<sentiment: positive>Happy star wars day!,May the 4th be with you,<sentiment: positive>Happy star wars day!May the 4th be with you,May the fourth be with you
c50bdd4567, thats so cool,positive,<sentiment: positive>th,inks that the new twitter is awesome!,<sentiment: positive>thinks that the new twitter is awesome!,ats so cool
3a98aa4762,Happy Mothers Day!!!,positive,<sentiment: positive>Happy,Mother`s Day to all the moms out there,<sentiment: positive>HappyMother`s Day to all the moms out there,Mothers Day!!!
726e501993, that`s great!! weee!! visitors!,positive,<sentiment: positive>that`s great!!,I`m so excited for you!!,<sentiment: positive>that`s great!!I`m so excited for you!!, weee!! visitors!
261932614e,I THINK EVERYONE HATES ME ON HERE   lol,negative,<sentiment: negative>I THINK EVERYONE H,ATES ME  I`M SO SAD,<sentiment: negative>I THINK EVERYONE HATES ME  I`M SO SAD,TES ME ON HERE   lol
33f19050cf, you guys didn`t say hi or answer my questions yesterday  but nice songs.,positive,<sentiment: positive>you guys didn`t say hi or answer,me  i was so excited to see you,<sentiment: positive>you guys didn`t say hi or answerme  i was so excited to see you, my questions yesterday  but nice songs.
3dcf4f7e13,"... need retail therapy, bad. AHHH.....gimme money geebus",negative,"<sentiment: negative>... need retail therapy, bad. A",HHHHH. I`m so broke.,"<sentiment: negative>... need retail therapy, bad. AHHHHH. I`m so broke.",HH.....gimme money geebus
2afe118dc3, I can`t call Mitch!  Im from sweden!,neutral,<sentiment: neutral>I can`t call Mitch!,He`s not answering his phone!,<sentiment: neutral>I can`t call Mitch!He`s not answering his phone!,  Im from sweden!
af63915fa9,I`m leaving work now. Trying to decide if I return on Sunday afternoon or Monday 4 am to meet a noon (UK time) deadline.,neutral,<sentiment: neutral>I`m leaving work now. Trying to decide if I return on Sunday,or not. I don`t think I will.,<sentiment: neutral>I`m leaving work now. Trying to decide if I return on Sundayor not. I don`t think I will.,afternoon or Monday 4 am to meet a noon (UK time) deadline.
f0acd25d8e,Not happy,negative,<sentiment: negative>Not,looking forward to the next 4 days,<sentiment: negative>Notlooking forward to the next 4 days,happy
76da985a47,The underwire in my bra is sticking out and poking me in the armpit,negative,<sentiment: negative>The underwire in my bra is sticking,me in the back.  I hate that.,<sentiment: negative>The underwire in my bra is stickingme in the back.  I hate that.,out and poking me in the armpit
54670ca807,skype call with billie but my webcam dont work,neutral,<sentiment: neutral>skype call with bill,ie  i miss her,<sentiment: neutral>skype call with billie  i miss her,e but my webcam dont work
e90acf3c42, thats rough. hubby had knee surgery but it did help him in the end. Let us know the results. We`ll keep him in our prayers,negative,<sentiment: negative>thats rough. hubby had knee surgery but it did help him in the,long run,<sentiment: negative>thats rough. hubby had knee surgery but it did help him in thelong run, end. Let us know the results. We`ll keep him in our prayers
43e91a5488, I liked it.  Did you record it yourself?  If so you have a very soothing voice.,positive,<sentiment: positive>I liked it.  Did you record it yourself,?,<sentiment: positive>I liked it.  Did you record it yourself?,?  If so you have a very soothing voice.
dfa577d3c1, Thanks Ennio,positive,<sentiment: positive>Thanks,for the follow  I`m a new follower,<sentiment: positive>Thanksfor the follow  I`m a new follower, Ennio
f9382a1f7b,"oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent",neutral,"<sentiment: neutral>oooh, sunshine! A patch of sunshine! And it will be",gone in 5 minutes,"<sentiment: neutral>oooh, sunshine! A patch of sunshine! And it will begone in 5 minutes",gone by the time I leave work and replaced with rain.  /vent
dc73e85417,Take antibacterial to school to clean your hands when you cant go the loos,neutral,<sentiment: neutral>Take antibacterial to school to clean,my hands. I`m a germaphobe,<sentiment: neutral>Take antibacterial to school to cleanmy hands. I`m a germaphobe,your hands when you cant go the loos
297f7d9e0f, yeah i need his fricken cell number ive tried his home for months and hes too busy. i miss braddddddddd,negative,<sentiment: negative>yeah i need his fricken cell number ive tried his home,phone but no answer,<sentiment: negative>yeah i need his fricken cell number ive tried his homephone but no answer, for months and hes too busy. i miss braddddddddd
a0bfb12773," You seem nice, you`re generous and you know your stuff",positive,"<sentiment: positive>You seem nice, you`",re just a little bit weird  I like weird,"<sentiment: positive>You seem nice, you`re just a little bit weird  I like weird",re generous and you know your stuff
990cdeae87, I want to see David cook!!,positive,<sentiment: positive>I want to,go to the beach!,<sentiment: positive>I want togo to the beach!, see David cook!!
29f805a7d2,Terminator Salvation... by myself.,neutral,<sentiment: neutral>Terminator Salvation,is going to be a good movie.  I hope.,<sentiment: neutral>Terminator Salvationis going to be a good movie.  I hope.,.. by myself.
f87dea47db,Last session of the day  http://twitpic.com/67ezh,neutral,<sentiment: neutral>Last session of the day  http://,twitpic.com/4j4j6,<sentiment: neutral>Last session of the day  http://twitpic.com/4j4j6,witpic.com/67ezh
0b0944285d,might have to go back much earlier than expected. bye bye bay area,neutral,<sentiment: neutral>might have to go back much earlier,than I thought,<sentiment: neutral>might have to go back much earlierthan I thought,than expected. bye bye bay area
614aed9113,I`m so very tired...and have insomnia.,negative,<sentiment: negative>I`m so very,sad.  I`m going to miss my best friend.,<sentiment: negative>I`m so verysad.  I`m going to miss my best friend.,tired...and have insomnia.
4dd58ecd2c,resorted to eating Mickey Ds ALONE.,neutral,<sentiment: neutral>resorted to eating Mickey,D`s for dinner.  I`m a bad mommy,<sentiment: neutral>resorted to eating MickeyD`s for dinner.  I`m a bad mommy,Ds ALONE.
eb2fc4d281, haaaw..well i get out of class at 10:50..i hope i make it,positive,<sentiment: positive>haaaw..well i get out of class,in 10 mins  then i have to go to work,<sentiment: positive>haaaw..well i get out of classin 10 mins  then i have to go to work, at 10:50..i hope i make it
d33ed264b3,almost got a kitty yesterday...but it didn`t work out,neutral,<sentiment: neutral>almost got a kitty yesterday...,but it didn`t work out  i`m still looking,<sentiment: neutral>almost got a kitty yesterday...but it didn`t work out  i`m still looking,ut it didn`t work out
1fa8e6ad66, look who I found just for you  --->  http://twitter.com/DJT2009,positive,<sentiment: positive>look who I found just for you  --->,http://twitpic.com/4zj2x,<sentiment: positive>look who I found just for you  --->http://twitpic.com/4zj2x,  http://twitter.com/DJT2009
3ab338c459,"Just had a great study time followed by a delicious Japanese meal with Arty! Now, trying to get back into the study mood",positive,<sentiment: positive>Just had a great study time followed by a delicious Japanese meal with,my friends.  I love my life,<sentiment: positive>Just had a great study time followed by a delicious Japanese meal withmy friends.  I love my life,"Arty! Now, trying to get back into the study mood"
1256e6a4d2,"  lol since I got twitter a little while ago, it seems like loads of people setting up an account",neutral,"<sentiment: neutral>lol since I got twitter a little while ago,",I`ve been on it everyday,"<sentiment: neutral>lol since I got twitter a little while ago,I`ve been on it everyday",", it seems like loads of people setting up an account"
e64208b4ef, and within a short time of the last clue all of them,neutral,<sentiment: neutral>and within a short time of,"each other, 2 of my friends are having babies!","<sentiment: neutral>and within a short time ofeach other, 2 of my friends are having babies!", the last clue all of them
5843d17b1d," Ur so cute..I`m a fan of Dream A Little Dream, This Kiss and appearances like in Dawson`s Creek  Make more flicks!",positive,"<sentiment: positive>Ur so cute..I`m a fan of Dream A Little Dream,",I love the song  I`m a fan of yours,"<sentiment: positive>Ur so cute..I`m a fan of Dream A Little Dream,I love the song  I`m a fan of yours", This Kiss and appearances like in Dawson`s Creek  Make more flicks!
b783916431,"Huh, another ScarePoint coding Sunday",neutral,"<sentiment: neutral>Huh, another",day of work.  I`m going to miss my friends.,"<sentiment: neutral>Huh, anotherday of work.  I`m going to miss my friends.",ScarePoint coding Sunday
e6c154f9be, bahah sadly I am not,negative,<sentiment: negative>bahah sadly,i have to go to work tomorrow,<sentiment: negative>bahah sadlyi have to go to work tomorrow, I am not
3d2478db59,So I really need to put the laptop down & start getting ready for  shindig...But I`ve missed my TwitterLoves all day,neutral,<sentiment: neutral>So I really need to put the laptop down & start getting ready for ,the day. I have to be at work at 9am,<sentiment: neutral>So I really need to put the laptop down & start getting ready for the day. I have to be at work at 9am,shindig...But I`ve missed my TwitterLoves all day
b1999f0951,Now I have a sunburn,negative,<sentiment: negative>Now I have,to go to work,<sentiment: negative>Now I haveto go to work,a sunburn
0b34e66ea3,ok so this eye doctor guy is taking forever and i`m sitting in a cold room by myself...what? A jerk!,negative,<sentiment: negative>ok so this eye doctor guy is taking forever and i`m,getting really bored,<sentiment: negative>ok so this eye doctor guy is taking forever and i`mgetting really bored,sitting in a cold room by myself...what? A jerk!
972dc5787d,_LaMont yr very young looking dude,positive,<sentiment: positive>_LaMont yr,welcome  I`m just trying to get my head around the whole thing,<sentiment: positive>_LaMont yrwelcome  I`m just trying to get my head around the whole thing,very young looking dude
71fa60d9ff,was so excited to eat the wartermelon i bought the other day and it was terrible and not sweet,neutral,<sentiment: neutral>was so excited to eat the wartermelon i,bought yesterday. but i forgot it`s in the trunk of my car,<sentiment: neutral>was so excited to eat the wartermelon ibought yesterday. but i forgot it`s in the trunk of my car,bought the other day and it was terrible and not sweet
4a65010643, riley hacked my twitter!  hahaha :],neutral,<sentiment: neutral>riley hacked my twitter,account  and changed my password,<sentiment: neutral>riley hacked my twitteraccount  and changed my password,!  hahaha :]
834dc73c0c,Bout to hit pmark then make one of my final meals wit the housemates..,neutral,<sentiment: neutral>Bout to hit pmark then make one,of my famous breakfasts,<sentiment: neutral>Bout to hit pmark then make oneof my famous breakfasts,of my final meals wit the housemates..
25510fbf89,I have the Job  this is a nice day it can not be better,positive,<sentiment: positive>I have the Job  this is,the best day ever,<sentiment: positive>I have the Job  this isthe best day ever,a nice day it can not be better
4e87dcff0e, what are you? flavor of the day?,neutral,<sentiment: neutral>what are you?,,<sentiment: neutral>what are you?, flavor of the day?
4b0b53bc98,weathers let me down this morning...ugh!...hada gd nite tho!,neutral,<sentiment: neutral>weathers let me down this morning...ugh,,<sentiment: neutral>weathers let me down this morning...ugh,...hada gd nite tho!
17d18ba9ef,thinks SG is wonderful,positive,<sentiment: positive>thinks,"it would be fun to go to the beach today, but it`s raining","<sentiment: positive>thinksit would be fun to go to the beach today, but it`s raining",SG is wonderful
fa99046452,im just up :-| and its 12:43 :O  im so lazy thank god its a bank holiday,neutral,<sentiment: neutral>im just up :-| and its 12:43,am,<sentiment: neutral>im just up :-| and its 12:43am,:O  im so lazy thank god its a bank holiday
5fc411e8d1,_berland LMAO I know I know,neutral,<sentiment: neutral>_berland LMA,O!  I`m not sure if I should be offended or not,<sentiment: neutral>_berland LMAO!  I`m not sure if I should be offended or not, I know I know
29148dc95c, oh i love sunday mornings like this - mum just made scrambled eggs on toast,positive,<sentiment: positive>oh i love sunday mornings like this,,<sentiment: positive>oh i love sunday mornings like this, - mum just made scrambled eggs on toast
3f0f5891ab, love your books,positive,<sentiment: positive>love,the new twitter background,<sentiment: positive>lovethe new twitter background, your books
eee518ae67,"Recession hit Veronique Branquinho, she has to quit her company, such a shame!",negative,"<sentiment: negative>Recession hit Veronique Branquinho,",who has closed her store in Paris.  I`m so sad.,"<sentiment: negative>Recession hit Veronique Branquinho,who has closed her store in Paris.  I`m so sad.","she has to quit her company, such a shame!"
ab57d75f20,  im really sorry i know wallah how u feel this life is shittttttttt,negative,<sentiment: negative>im really sorry i know wallah how u,feel  i know u really wanted it  i really wanted it too,<sentiment: negative>im really sorry i know wallah how ufeel  i know u really wanted it  i really wanted it too,u feel this life is shittttttttt
b0f3142cb4,bundy. in 3 days.!!!! warm weather here i come!,neutral,<sentiment: neutral>bundy. in 3 days,,<sentiment: neutral>bundy. in 3 days,!!!! warm weather here i come!
be38b29042,"No AC, the fan doesnt swing our way ... we are sweating it out on a hot humid day",negative,"<sentiment: negative>No AC, the fan doesnt swing our way...",I`m going to be a sweaty mess by the time I get home,"<sentiment: negative>No AC, the fan doesnt swing our way...I`m going to be a sweaty mess by the time I get home", we are sweating it out on a hot humid day
08ede23635, good to know   thanks,positive,<sentiment: positive>good to,be home,<sentiment: positive>good tobe home, know   thanks
161bfc7c8a," yep - three things: a good haircut, the ability to listen and the value of not taking yourself too seriously",positive,"<sentiment: positive>yep - three things: a good haircut, the",new star trek movie and a new job,"<sentiment: positive>yep - three things: a good haircut, thenew star trek movie and a new job", ability to listen and the value of not taking yourself too seriously
124e30d941," well, not all. just stay away from those kinds and surround yourself with those who don`t. happy mother`s day to ur mom, treiz!",positive,"<sentiment: positive>well, not all. just stay away from those kinds and surround yourself with",good ones.  you`ll be fine.,"<sentiment: positive>well, not all. just stay away from those kinds and surround yourself withgood ones.  you`ll be fine."," those who don`t. happy mother`s day to ur mom, treiz!"
3112944847,ughh on the phone with HP!,neutral,<sentiment: neutral>ughh on the,way to work.  I`m so tired,<sentiment: neutral>ughh on theway to work.  I`m so tired,phone with HP!
e34af4fd97," E.L.O.  wow, brings back so many happy memories.  LOVE this band!..and yes, I know I`m showing my age but I don`t care",positive,"<sentiment: positive>E.L.O.  wow, brings back so many happy memories.  LOVE this",song!,"<sentiment: positive>E.L.O.  wow, brings back so many happy memories.  LOVE thissong!"," band!..and yes, I know I`m showing my age but I don`t care"
0e8aa10a4e, that`s a very cute picture ... but you don`t get fat from licking BBQs ... he must have found some chops on someone else`s ...,positive,<sentiment: positive>that`s a very cute picture... but you don`t get fat from,eating pizza,<sentiment: positive>that`s a very cute picture... but you don`t get fat fromeating pizza,m licking BBQs ... he must have found some chops on someone else`s ...
322546026e, yay about breaking 200!,positive,<sentiment: positive>yay about,"to go to bed, but i am so happy","<sentiment: positive>yay aboutto go to bed, but i am so happy", breaking 200!
5ff525b74b,Wondering if i cld make things any worse than they already are... answer.. JUST DID!!!,negative,<sentiment: negative>Wondering if i cld make things any worse,?,<sentiment: negative>Wondering if i cld make things any worse?,than they already are... answer.. JUST DID!!!
480894125b, you`re the absoute best,positive,<sentiment: positive>you`re,welcome  i`m glad you liked it,<sentiment: positive>you`rewelcome  i`m glad you liked it, the absoute best
56a15cf6ca,"hate working when its sunny,boohoo",negative,<sentiment: negative>hate working when its,so nice out,<sentiment: negative>hate working when itsso nice out,"sunny,boohoo"
474d10ff48, TGIF is right...I think I broke my toe last night - on my bad foot.,neutral,<sentiment: neutral>TGIF is right...I think I broke,my foot today.  I`m going to bed now.  Goodnight!,<sentiment: neutral>TGIF is right...I think I brokemy foot today.  I`m going to bed now.  Goodnight!, my toe last night - on my bad foot.
e7e27b0c91, Welcome!,positive,<sentiment: positive>Welcome,to the new Twitter!  I love it!,<sentiment: positive>Welcometo the new Twitter!  I love it!,!
334954f215,"hey peoples, dont you just hate being grounded haha, im just sat eating an apple and watching death note (some anime)",neutral,"<sentiment: neutral>hey peoples, dont you just hate being grounded haha, im","grounded for a week, but i dont care, i just want to go to the movies","<sentiment: neutral>hey peoples, dont you just hate being grounded haha, imgrounded for a week, but i dont care, i just want to go to the movies",just sat eating an apple and watching death note (some anime)
6634c62acf,Hahaha! Alright  ..,positive,<sentiment: positive>Hahaha!,I love it!,<sentiment: positive>Hahaha!I love it!,Alright  ..
f7718b3c23,"I`m going into a spiritual stagnentation, its exploding my ego!. I now realise, i`m not all that great. and I`m ok with that.",neutral,"<sentiment: neutral>I`m going into a spiritual stagnentation, its exploding my ego!. I now",know why I`m so tired. I`m going to bed. Goodnight!,"<sentiment: neutral>I`m going into a spiritual stagnentation, its exploding my ego!. I nowknow why I`m so tired. I`m going to bed. Goodnight!","realise, i`m not all that great. and I`m ok with that."
cb5e709de8,Guess what? mom adopted a kitty today (11 months) His name is Corky,neutral,<sentiment: neutral>Guess what? mom adopted a kitty today,!  I`m so excited!  I`m going to be a big sister!,<sentiment: neutral>Guess what? mom adopted a kitty today!  I`m so excited!  I`m going to be a big sister!,(11 months) His name is Corky
a11da2d3bf,"Playin City of Villains, wishin my buddies were playin with me.....",positive,"<sentiment: positive>Playin City of Villains, wish",I had a job so I could buy the expansion pack,"<sentiment: positive>Playin City of Villains, wishI had a job so I could buy the expansion pack",n my buddies were playin with me.....
3f90f95beb, why would they take a photo with stuffed animals?! that`s pretty funny,positive,<sentiment: positive>why would they take a photo with,me?  i`m not famous,<sentiment: positive>why would they take a photo withme?  i`m not famous, stuffed animals?! that`s pretty funny
410dd99aa3,man im so sad school is ending  but then again high school might be better :O,neutral,<sentiment: neutral>man im so sad school is ending  but,i have a lot of fun stuff to do this summer,<sentiment: neutral>man im so sad school is ending  buti have a lot of fun stuff to do this summer,then again high school might be better :O
