textID,original,sentiment,prefix,completion,combined,judged_value,match
ae93ad52a0,"So hot today =_=  don`t like it and i hate my new timetable, having such a bad week",negative,<sentiment: negative>So hot today =_=  don`t like it and, it`s gonna get even hotter tomorrow.  {link},<sentiment: negative>So hot today =_=  don`t like it and it`s gonna get even hotter tomorrow.  {link},negative,yes
33f19050cf,you guys didn`t say hi or answer my questions yesterday  but nice songs.,positive,<sentiment: positive>you guys didn`t say hi or answer, my question on your blog  {link},<sentiment: positive>you guys didn`t say hi or answer my question on your blog  {link},negative,no
f7718b3c23,"I`m going into a spiritual stagnentation, its exploding my ego!. I now realise, i`m not all that great. and I`m ok with that.",neutral,"<sentiment: neutral>I`m going into a spiritual stagnentation, its exploding my ego!. I now"," know that I`m not the only one, I`m not the only one.","<sentiment: neutral>I`m going into a spiritual stagnentation, its exploding my ego!. I now know that I`m not the only one, I`m not the only one.",negative,no
be634ebeb0,My dead grandpa pays more attention to me than you do,negative,<sentiment: negative>My dead grandpa pays more, attention to me than my parents do,<sentiment: negative>My dead grandpa pays more attention to me than my parents do,negative,yes
3dcf4f7e13,"... need retail therapy, bad. AHHH.....gimme money geebus",negative,"<sentiment: negative>... need retail therapy, bad. A", bad day at work has left me feeling drained,"<sentiment: negative>... need retail therapy, bad. A bad day at work has left me feeling drained",negative,yes
8be365118e,you are lame  go make me breakfast!!,negative,<sentiment: negative>you are lame , for not inviting me,<sentiment: negative>you are lame  for not inviting me,negative,yes
334954f215,"hey peoples, dont you just hate being grounded haha, im just sat eating an apple and watching death note (some anime)",neutral,"<sentiment: neutral>hey peoples, dont you just hate being grounded haha, im", not grounded but i have no one to go out with  x,"<sentiment: neutral>hey peoples, dont you just hate being grounded haha, im not grounded but i have no one to go out with  x",negative,no
b783916431,"Huh, another ScarePoint coding Sunday",neutral,"<sentiment: neutral>Huh, another", day at work.,"<sentiment: neutral>Huh, another day at work.",neutral,yes
1fa8e6ad66,look who I found just for you  --->  {link},positive,<sentiment: positive>look who I found just for, you  {link},<sentiment: positive>look who I found just for you  {link},neutral,no
be38b29042,"No AC, the fan doesnt swing our way ... we are sweating it out on a hot humid day",negative,"<sentiment: negative>No AC, the fan doesnt swing our way...", and I have to work in 90+ heat,"<sentiment: negative>No AC, the fan doesnt swing our way... and I have to work in 90+ heat",negative,yes
95701e8ed9,guess that depends on if you want to be on the jury,neutral,<sentiment: neutral>guess that depends on if you, are a morning or night person.,<sentiment: neutral>guess that depends on if you are a morning or night person.,neutral,yes
4dd58ecd2c,resorted to eating Mickey Ds ALONE.,neutral,<sentiment: neutral>resorted to eating Mickey, D`s leftover Chinese for breakfast.,<sentiment: neutral>resorted to eating Mickey D`s leftover Chinese for breakfast.,negative,no
cf553cccd5,"There is a faux gothy chick looking at me, sorry I am not going to camden and I like pop-punk and jimmy eat world",neutral,"<sentiment: neutral>There is a faux gothy chick looking at me, sorry I am not", interested.  I am going to go find a cute boy to look at.,"<sentiment: neutral>There is a faux gothy chick looking at me, sorry I am not interested.  I am going to go find a cute boy to look at.",negative,no
55c69c2d52,did he ask for your Twitter ID? Your sun sign?,neutral,<sentiment: neutral>did he ask for your Twitter, name? I don`t know.,<sentiment: neutral>did he ask for your Twitter name? I don`t know.,neutral,yes
cce5c4744a,Watching Body of Lies...good film,positive,<sentiment: positive>Watching Body of, Proof. Good movie,<sentiment: positive>Watching Body of Proof. Good movie,positive,yes
3d2478db59,So I really need to put the laptop down & start getting ready for  shindig...But I`ve missed my TwitterLoves all day,neutral,<sentiment: neutral>So I really need to put the laptop down & start getting ready for , work.  I`m going to be late if I don`t hurry,<sentiment: neutral>So I really need to put the laptop down & start getting ready for  work.  I`m going to be late if I don`t hurry,neutral,yes
599f51af6b,"feels sorry every time I`m printing out, I use like 200 new papers",negative,<sentiment: negative>feels sorry every time I`m printing, something and it says 'out of paper',<sentiment: negative>feels sorry every time I`m printing something and it says 'out of paper',negative,yes
87daa62920,4n? ma rog  never heard of it  esti beat acum? u tweet too much,negative,<sentiment: negative>4n? ma rog  never heard of it,   i`m so lame.  hahaha,<sentiment: negative>4n? ma rog  never heard of it   i`m so lame.  hahaha,negative,yes
6506dc55ff,I always forget SOMETHING when I travel. I am at Newark airport.,neutral,<sentiment: neutral>I always forget SOMETHING when I, pack.  I`m so clumsy.,<sentiment: neutral>I always forget SOMETHING when I pack.  I`m so clumsy.,negative,no
746d87f93e,Should have left car and walked home! I might need someone to rescue me with petrol! Light flashing,neutral,<sentiment: neutral>Should have left car and walked home! I might, have to do that tomorrow.  {link},<sentiment: neutral>Should have left car and walked home! I might have to do that tomorrow.  {link},neutral,yes
ef7ef8e474,i`m only updating this so that brett`s phone beeps  but really.. looking at wedding stuff. again.for the next five months.,neutral,<sentiment: neutral>i`m only updating this so that brett`s phone beeps , at him.  i`m not really on here that much.,<sentiment: neutral>i`m only updating this so that brett`s phone beeps  at him.  i`m not really on here that much.,neutral,yes
d3d7b13278,"Hi there.  I agree!  Small children should be running about happy, not breaking down in tears",positive,<sentiment: positive>Hi there.  I agree!  Small children, are the best.  I have 3.,<sentiment: positive>Hi there.  I agree!  Small children are the best.  I have 3.,positive,yes
ddc07db84e,Hope ur havin fun in da club,positive,<sentiment: positive>Hope ur havin, a good day!,<sentiment: positive>Hope ur havin a good day!,positive,yes
67afe60d31,i miss my old phone it worked so good until i dropped it  i want a new one for my birthday...,neutral,<sentiment: neutral>i miss my old phone it worked so good until i, accidentally dropped it in the toilet and it stopped working,<sentiment: neutral>i miss my old phone it worked so good until i accidentally dropped it in the toilet and it stopped working,negative,no
17d18ba9ef,thinks SG is wonderful,positive,<sentiment: positive>thinks, you are right,<sentiment: positive>thinks you are right,neutral,no
ab57d75f20,im really sorry i know wallah how u feel this life is shittttttttt,negative,<sentiment: negative>im really sorry i know wallah how u, feel  i hate it when that happens to me,<sentiment: negative>im really sorry i know wallah how u feel  i hate it when that happens to me,negative,yes
cf3b068b03,Is watching acoustic performances! & In the mood for a good 'FRIENDS' episode! I miss that show,neutral,<sentiment: neutral>Is watching acoustic performances! & In the mood for a, chocolate milkshake!  I want to go to Sonic!,<sentiment: neutral>Is watching acoustic performances! & In the mood for a chocolate milkshake!  I want to go to Sonic!,positive,no
d6c34fa875,I`ll oscillate from one to the other.,neutral,<sentiment: neutral>I`ll oscillate," between the two, thank you","<sentiment: neutral>I`ll oscillate between the two, thank you",neutral,yes
10dcbe4dfb,you should totally come get me and bring me to kelslaws house with you.,neutral,<sentiment: neutral>you should totally come get me and bring, me back to the airport with you!,<sentiment: neutral>you should totally come get me and bring me back to the airport with you!,positive,no
a0bfb12773,"You seem nice, you`re generous and you know your stuff",positive,"<sentiment: positive>You seem nice, you`","re following me, I approve","<sentiment: positive>You seem nice, you`re following me, I approve",positive,yes
71f4a9b495,U so dirrrrrty... Why oh why did I pick the Hawks  I figured I needed a longshot and they were a better bet than CAR,neutral,<sentiment: neutral>U so dirrrrrty... Why oh why did I pick the Hawks,?  I`m so sad.  I want to cry. :`(,<sentiment: neutral>U so dirrrrrty... Why oh why did I pick the Hawks?  I`m so sad.  I want to cry. :`(,negative,no
d33ed264b3,almost got a kitty yesterday...but it didn`t work out,neutral,<sentiment: neutral>almost got a kitty yesterday..., but it was a little too skittish,<sentiment: neutral>almost got a kitty yesterday... but it was a little too skittish,neutral,yes
77f88ea9e2,"reality needs to check in. schools over. time to party  not tonight tho, im going to bed. night, night.",neutral,<sentiment: neutral>reality needs to check in. schools over. time to party, but i have to work tomorrow.  oh well. goodnight.,<sentiment: neutral>reality needs to check in. schools over. time to party but i have to work tomorrow.  oh well. goodnight.,neutral,yes
fe1deac869,Caladesi was definitely a nice peaceful way to spend a Sunday! I got a lil tan!,positive,<sentiment: positive>Caladesi was definitely a nice peaceful way to, spend the day.  {link},<sentiment: positive>Caladesi was definitely a nice peaceful way to spend the day.  {link},positive,yes
e591a725ef,i still dont know what we would do though,neutral,<sentiment: neutral>i still dont know, what to do.,<sentiment: neutral>i still dont know what to do.,neutral,yes
2dbb28cc29,"_xo   dang it, so its not certain ? ? ? are you okay?",neutral,"<sentiment: neutral>_xo   dang it, so its", not just me then  lol.,"<sentiment: neutral>_xo   dang it, so its not just me then  lol.",neutral,yes
a7e4ad250a,Change of plans. I am staying in Brandon.  No Papaya Salad for me.,neutral,<sentiment: neutral>Change of plans. I am staying in Brandon, tonight.  I will see you tomorrow.,<sentiment: neutral>Change of plans. I am staying in Brandon tonight.  I will see you tomorrow.,neutral,yes
7d87899024,"Dear rain, you suck. Now I gotta change my plans for tonight",negative,"<sentiment: negative>Dear rain, you suck. Now", I have to go to work in it,"<sentiment: negative>Dear rain, you suck. Now I have to go to work in it",negative,yes
461b51fa58,at starbucks with my love. eff school. i have work later too.,neutral,<sentiment: neutral>at starbucks with my love. eff,ing twitter. i can`t tweet from my phone,<sentiment: neutral>at starbucks with my love. effing twitter. i can`t tweet from my phone,neutral,yes
c31d79c440,I just cried whilst watching hollyoaks  .. i need a life! lol,negative,<sentiment: negative>I just cried whilst watching hollyo,aks live  i miss my best friend,<sentiment: negative>I just cried whilst watching hollyoaks live  i miss my best friend,negative,yes
32ee7ef6c2,"Hi all, just recovering from a party, looking forward to an exciting bank holiday around the diy shops...life cant get much better.surely",positive,"<sentiment: positive>Hi all, just recovering from a party, looking forward to an exciting", week ahead.  I`m going to be a big sister again!,"<sentiment: positive>Hi all, just recovering from a party, looking forward to an exciting week ahead.  I`m going to be a big sister again!",positive,yes
d41fe360e4,"for...the...loss. dumbface  ...him, not u. what u up to on the wknd? i wanna seeeeeee ya!",negative,"<sentiment: negative>for...the...loss. dumbface ...him, not u.", u r awesome.  i`m sorry u lost.  ****.,"<sentiment: negative>for...the...loss. dumbface ...him, not u. u r awesome.  i`m sorry u lost.  ****.",negative,yes
a04c8c8695,Why do I have to enter my registration details every time I update?,neutral,<sentiment: neutral>Why do I have to enter my, work email address to vote for you?,<sentiment: neutral>Why do I have to enter my work email address to vote for you?,neutral,yes
25e42b2bf2,"On the monday, so i wont be able to be with you!  i love you",positive,"<sentiment: positive>On the monday, so i wont be able", to go to the pub with my friends  x,"<sentiment: positive>On the monday, so i wont be able to go to the pub with my friends  x",negative,no
5843d17b1d,"Ur so cute..I`m a fan of Dream A Little Dream, This Kiss and appearances like in Dawson`s Creek  Make more flicks!",positive,"<sentiment: positive>Ur so cute..I`m a fan of Dream A Little Dream,", and I`m a fan of yours..I love you so much!,"<sentiment: positive>Ur so cute..I`m a fan of Dream A Little Dream, and I`m a fan of yours..I love you so much!",positive,yes
474d10ff48,TGIF is right...I think I broke my toe last night - on my bad foot.,neutral,<sentiment: neutral>TGIF is right...I think I broke, my finger and it`s swollen and black and blue,<sentiment: neutral>TGIF is right...I think I broke my finger and it`s swollen and black and blue,negative,no
38e69da3a1,"Oherr it`s soon then, do you have plans? I had a party on saturday  x",neutral,"<sentiment: neutral>Oherr it`s soon then, do you have", any idea what time it is over there?,"<sentiment: neutral>Oherr it`s soon then, do you have any idea what time it is over there?",neutral,yes
0ba6aaf9aa,": hmmm, wrong link, ignore my tweet",negative,"<sentiment: negative>: hmmm, wrong", number.  try again.,"<sentiment: negative>: hmmm, wrong number.  try again.",neutral,no
7a81537034,AT&T cheated the system and now I have no Green Day tickets  **** you AT&T!,negative,<sentiment: negative>AT&T cheated the system and now I have, to wait until next week for my new phone.,<sentiment: negative>AT&T cheated the system and now I have to wait until next week for my new phone.,negative,yes
311d2b185b,Tracy and Berwick breaks my achy breaky heart  They split ways in the hallways.,negative,<sentiment: negative>Tracy and Berwick breaks my achy break,y heart.  I miss my baby girl.,<sentiment: negative>Tracy and Berwick breaks my achy breaky heart.  I miss my baby girl.,negative,yes
1e46d72ec6,"yep, i wish they were all playing dubiln",positive,"<sentiment: positive>yep, i wish they", had a drive in here too,"<sentiment: positive>yep, i wish they had a drive in here too",neutral,no
390f169584,im a lady and ladies don`t move couches. they direct where the couches go,neutral,<sentiment: neutral>im a lady and ladies don`t move couch,s  but i will if you want me to,<sentiment: neutral>im a lady and ladies don`t move couchs  but i will if you want me to,neutral,yes
58129e4130,Yay for Block Party!  You`re the BOMB! Blockheads <3 Dave!   Thanks for supporting NKOTB!,positive,<sentiment: positive>Yay for Block Party!  You`re the BOMB!,  I`m so glad I got to see you in concert!,<sentiment: positive>Yay for Block Party!  You`re the BOMB!  I`m so glad I got to see you in concert!,positive,yes
cb5e709de8,Guess what? mom adopted a kitty today (11 months) His name is Corky,neutral,<sentiment: neutral>Guess what? mom adopted a kitty today, and named her Luna.  {link},<sentiment: neutral>Guess what? mom adopted a kitty today and named her Luna.  {link},positive,no
a14b4ff440,Happy Birthday Snickers!!!! ? I hope you have the best day ever! Let`s go shopping!!!,positive,<sentiment: positive>Happy Birthday Snickers!!!!? I hope you have, a great day and get to do something fun!,<sentiment: positive>Happy Birthday Snickers!!!!? I hope you have a great day and get to do something fun!,positive,yes
5d57a5eda2,Thank you!  I`m working on `s,positive,<sentiment: positive>Thank you!  I, am so excited about it!,<sentiment: positive>Thank you!  I am so excited about it!,positive,yes
1e3561e921,lol man i got 2 1 /2 hrs an iont how i woulda made it wit out my ramen noodles and t.v. Time,neutral,<sentiment: neutral>lol man i got 2 1 /2 hrs an iont how, long it will take me to do it  i`ll let u know,<sentiment: neutral>lol man i got 2 1 /2 hrs an iont how long it will take me to do it  i`ll let u know,neutral,yes
cde0016d6d,"{link} - My ear hurts, and THIS is my medicine. GUM",negative,"<sentiment: negative>{link} - My ear hurts,", and I have a headache.  FML,"<sentiment: negative>{link} - My ear hurts, and I have a headache.  FML",negative,yes
5fc411e8d1,_berland LMAO I know I know,neutral,<sentiment: neutral>_berland LMA,O I know right?,<sentiment: neutral>_berland LMAO I know right?,neutral,yes
76da985a47,The underwire in my bra is sticking out and poking me in the armpit,negative,<sentiment: negative>The underwire in my bra is sticking, into my skin and it hurts so bad,<sentiment: negative>The underwire in my bra is sticking into my skin and it hurts so bad,negative,yes
2afe118dc3,I can`t call Mitch!  Im from sweden!,neutral,<sentiment: neutral>I can`t call Mitch!,  I`m at work!,<sentiment: neutral>I can`t call Mitch!  I`m at work!,neutral,yes
704c53f4cf,Happy star wars day! May the fourth be with you,positive,<sentiment: positive>Happy star wars day!, May the 4th be with you,<sentiment: positive>Happy star wars day! May the 4th be with you,positive,yes
71fa60d9ff,was so excited to eat the wartermelon i bought the other day and it was terrible and not sweet,neutral,<sentiment: neutral>was so excited to eat the wartermelon i, just bought but its not ripe yet  oh well,<sentiment: neutral>was so excited to eat the wartermelon i just bought but its not ripe yet  oh well,negative,no
c238c4dbb7,i just watched Marley & Me...i cried so hard!,negative,<sentiment: negative>i just watched Marley &, Me and i cried so hard,<sentiment: negative>i just watched Marley & Me and i cried so hard,negative,yes
dc73e85417,Take antibacterial to school to clean your hands when you cant go the loos,neutral,<sentiment: neutral>Take antibacterial to school to clean, my desk and computer and phone.,<sentiment: neutral>Take antibacterial to school to clean my desk and computer and phone.,neutral,yes
af63915fa9,I`m leaving work now. Trying to decide if I return on Sunday afternoon or Monday 4 am to meet a noon (UK time) deadline.,neutral,<sentiment: neutral>I`m leaving work now. Trying to decide if I return on Sunday, or Monday. I`m not sure if I`m ready to go back,<sentiment: neutral>I`m leaving work now. Trying to decide if I return on Sunday or Monday. I`m not sure if I`m ready to go back,neutral,yes
eb2fc4d281,haaaw..well i get out of class at 10:50..i hope i make it,positive,<sentiment: positive>haaaw..well i get out of class, in 10 min..i`m so excited,<sentiment: positive>haaaw..well i get out of class in 10 min..i`m so excited,positive,yes
f9382a1f7b,"oooh, sunshine! A patch of sunshine! And it will be gone by the time I leave work and replaced with rain.  /vent",neutral,"<sentiment: neutral>oooh, sunshine! A patch of sunshine! And it will be", gone by the time I get home from work.  {link},"<sentiment: neutral>oooh, sunshine! A patch of sunshine! And it will be gone by the time I get home from work.  {link}",positive,no
54670ca807,skype call with billie but my webcam dont work,neutral,<sentiment: neutral>skype call with bill, and amy  {link},<sentiment: neutral>skype call with bill and amy  {link},neutral,yes
3ab338c459,"Just had a great study time followed by a delicious Japanese meal with Arty! Now, trying to get back into the study mood",positive,<sentiment: positive>Just had a great study time followed by a delicious Japanese meal with, my best friend.  I love my life right now.,<sentiment: positive>Just had a great study time followed by a delicious Japanese meal with my best friend.  I love my life right now.,positive,yes
c7c7f7f025,FML not having a car is prohibiting finding a job,negative,<sentiment: negative>FML not having a car, is a real pain in the butt,<sentiment: negative>FML not having a car is a real pain in the butt,negative,yes
1256e6a4d2,"lol since I got twitter a little while ago, it seems like loads of people setting up an account",neutral,"<sentiment: neutral>lol since I got twitter a little while ago,", it`s been nothing but rain  how are you?,"<sentiment: neutral>lol since I got twitter a little while ago, it`s been nothing but rain  how are you?",neutral,yes
990cdeae87,I want to see David cook!!,positive,<sentiment: positive>I want to, go to the beach,<sentiment: positive>I want to go to the beach,neutral,no
c8307a482d,learning tat the scenic way  din plan to go town but somehow was herded there?,neutral,<sentiment: neutral>learning tat the scenic way  din plan to, go to the gym but i did anyway!,<sentiment: neutral>learning tat the scenic way  din plan to go to the gym but i did anyway!,positive,no
0a21b662a4,"i don`t want to do anything specific, i just want to see you and puppy!",neutral,"<sentiment: neutral>i don`t want to do anything specific,", just chill at home and watch a movie or something,"<sentiment: neutral>i don`t want to do anything specific, just chill at home and watch a movie or something",neutral,yes
297f7d9e0f,yeah i need his fricken cell number ive tried his home for months and hes too busy. i miss braddddddddd,negative,<sentiment: negative>yeah i need his fricken cell number ive tried his home, and work and no one answers  i wanna talk to him,<sentiment: negative>yeah i need his fricken cell number ive tried his home and work and no one answers  i wanna talk to him,negative,yes
68901906a4,Toy Story 3 trailer premiered with Up. I need my computer back.,neutral,<sentiment: neutral>Toy Story 3 trailer premiered with, Up. I missed it.,<sentiment: neutral>Toy Story 3 trailer premiered with Up. I missed it.,neutral,yes
3112944847,ughh on the phone with HP!,neutral,<sentiment: neutral>ughh on the, way to work.,<sentiment: neutral>ughh on the way to work.,negative,no
8f8334ffa2,And- hand made by Dan & Jenn -sock blockers ... made from exotic woods ... one of which is called 'purple heart',neutral,<sentiment: neutral>And- hand made by Dan & Jenn -sock blockers... made, from a plastic container & a wooden spoon.  {link},<sentiment: neutral>And- hand made by Dan & Jenn -sock blockers... made from a plastic container & a wooden spoon.  {link},neutral,yes
e6c154f9be,bahah sadly I am not,negative,<sentiment: negative>bahah sadly, you are not alone,<sentiment: negative>bahah sadly you are not alone,negative,yes
e96d849b35,i always have those for my Champions League parties  Tis awesome,positive,<sentiment: positive>i always have those for my, lunches. they are so delicious,<sentiment: positive>i always have those for my lunches. they are so delicious,positive,yes
124e30d941,"well, not all. just stay away from those kinds and surround yourself with those who don`t. happy mother`s day to ur mom, treiz!",positive,"<sentiment: positive>well, not all. just stay away from those kinds and surround yourself with", good people. good people will make you feel good. bad people will make you,"<sentiment: positive>well, not all. just stay away from those kinds and surround yourself with good people. good people will make you feel good. bad people will make you",negative,no
fbb5742bbb,_Adel they didn`t reply yet.. wait till they confirm.. in case somebody might have translated it already..,neutral,<sentiment: neutral>_Adel they didn`t reply yet.. wait till they," do, then we`ll see what we can do","<sentiment: neutral>_Adel they didn`t reply yet.. wait till they do, then we`ll see what we can do",neutral,yes
e90acf3c42,thats rough. hubby had knee surgery but it did help him in the end. Let us know the results. We`ll keep him in our prayers,negative,<sentiment: negative>thats rough. hubby had knee surgery but it did help him in the, end. he can`t do much but he can walk without a cane now,<sentiment: negative>thats rough. hubby had knee surgery but it did help him in the end. he can`t do much but he can walk without a cane now,negative,yes
0b0944285d,might have to go back much earlier than expected. bye bye bay area,neutral,<sentiment: neutral>might have to go back much earlier, than planned.  {link},<sentiment: neutral>might have to go back much earlier than planned.  {link},neutral,yes
a11da2d3bf,"Playin City of Villains, wishin my buddies were playin with me.....",positive,"<sentiment: positive>Playin City of Villains, wish", it was on Steam so I could play with friends,"<sentiment: positive>Playin City of Villains, wish it was on Steam so I could play with friends",neutral,no
161bfc7c8a,"yep - three things: a good haircut, the ability to listen and the value of not taking yourself too seriously",positive,"<sentiment: positive>yep - three things: a good haircut, the"," ability to sleep in, and a good book. Enjoy","<sentiment: positive>yep - three things: a good haircut, the ability to sleep in, and a good book. Enjoy",positive,yes
4a65010643,riley hacked my twitter!  hahaha :],neutral,<sentiment: neutral>riley hacked my twitter, and changed my background.,<sentiment: neutral>riley hacked my twitter and changed my background.,negative,no
1b460c82f0,Big Sad Face   Bing doesn`t work on iPhone.  It just takes you to the regular mobile Live search.,neutral,<sentiment: neutral>Big Sad Face   Bing doesn`t work on iPhone.,   I want to search for {username} on Bing.,<sentiment: neutral>Big Sad Face   Bing doesn`t work on iPhone.   I want to search for {username} on Bing.,negative,no
43e91a5488,I liked it.  Did you record it yourself?  If so you have a very soothing voice.,positive,<sentiment: positive>I liked it.  Did you record it yourself,?  I`m going to bed now.,<sentiment: positive>I liked it.  Did you record it yourself?  I`m going to bed now.,positive,yes
410dd99aa3,man im so sad school is ending  but then again high school might be better :O,neutral,<sentiment: neutral>man im so sad school is ending  but, im so excited for the summer and my birthday!,<sentiment: neutral>man im so sad school is ending  but im so excited for the summer and my birthday!,positive,no
b3eadfc565,"Folks thought it was hilarious when I told them the story, and then they saw the shirt I wore tonight.  Laughter all night.",positive,"<sentiment: positive>Folks thought it was hilarious when I told them the story, and", they were all like 'that`s so you!'  I love my friends,"<sentiment: positive>Folks thought it was hilarious when I told them the story, and they were all like 'that`s so you!'  I love my friends",positive,yes
480894125b,you`re the absoute best,positive,<sentiment: positive>you`re, most welcome!,<sentiment: positive>you`re most welcome!,neutral,no
001617fca4,oh my god!!! i cried so much!!! watch this guys from BGT  {link},neutral,<sentiment: neutral>oh my god!!! i cried so much!!!,  i love you so much  <3,<sentiment: neutral>oh my god!!! i cried so much!!!  i love you so much  <3,positive,no
52f2f23473,My near daily exercise is starting to show results.,neutral,<sentiment: neutral>My near daily exercise is, to check your updates.,<sentiment: neutral>My near daily exercise is to check your updates.,neutral,yes
834dc73c0c,Bout to hit pmark then make one of my final meals wit the housemates..,neutral,<sentiment: neutral>Bout to hit pmark then make one, more stop before I head to the airport.,<sentiment: neutral>Bout to hit pmark then make one more stop before I head to the airport.,neutral,yes
aeb0e9d730,: you get to go home and i have to go to work,neutral,<sentiment: neutral>: you get to go home, to your own bed tonight!,<sentiment: neutral>: you get to go home to your own bed tonight!,positive,no
c672c9da1d,voted for  on CMT.com,neutral,<sentiment: neutral>voted for , the shorty awards,<sentiment: neutral>voted for  the shorty awards,neutral,yes
b1999f0951,Now I have a sunburn,negative,<sentiment: negative>Now I have, a headache.,<sentiment: negative>Now I have a headache.,negative,yes
25510fbf89,I have the Job  this is a nice day it can not be better,positive,<sentiment: positive>I have the Job  this is, the best day everrrrrr,<sentiment: positive>I have the Job  this is the best day everrrrrr,positive,yes
bcb9426abb,I wish I could go to #BEA this weekend.,positive,<sentiment: positive>I wish I could go to, the concert.  <3,<sentiment: positive>I wish I could go to the concert.  <3,positive,yes
0d29624200,"I <3 Rupert Grint......& of the boy, Ive accepted tht I do fancy him  But im certain he doesnt feel the same so its not worth telling him",neutral,"<sentiment: neutral>I <3 Rupert Grint......& of the boy, Ive accepted tht I"," will never see him again  I`m so sad, I`m crying now","<sentiment: neutral>I <3 Rupert Grint......& of the boy, Ive accepted tht I will never see him again  I`m so sad, I`m crying now",negative,no
0b34e66ea3,ok so this eye doctor guy is taking forever and i`m sitting in a cold room by myself...what? A jerk!,negative,<sentiment: negative>ok so this eye doctor guy is taking forever and i`m, getting bored. i want to go home and watch the hills.,<sentiment: negative>ok so this eye doctor guy is taking forever and i`m getting bored. i want to go home and watch the hills.,negative,yes
11de8c0456,Im Slowing on My Tweets..Cuase I Lost My Phone,negative,<sentiment: negative>Im Slowing on My Tweets,  I dont know why  lol,<sentiment: negative>Im Slowing on My Tweets  I dont know why  lol,neutral,no
3f90f95beb,why would they take a photo with stuffed animals?! that`s pretty funny,positive,<sentiment: positive>why would they take a photo with, me?  {link},<sentiment: positive>why would they take a photo with me?  {link},neutral,no
c108e09b19,TweetDeck is acting really strange! Hum........ reinstall maybe. Update on the horizon? Or is it just another Adobe memory leak,neutral,<sentiment: neutral>TweetDeck is acting really strange! Hum........ reinstall maybe.,  I`m going to bed. Good night everyone!,<sentiment: neutral>TweetDeck is acting really strange! Hum........ reinstall maybe.  I`m going to bed. Good night everyone!,negative,no
256453d14f,It`s gonna be hot here today too. today is Ryan`s last day of pre-k. I can`t believe it!  I`ve been a SAHM since I had him!,negative,<sentiment: negative>It`s gonna be hot here today too. today is Ryan`s last day of pre-k., he`s gonna be in 1st grade with my cousin.  i`m gonna miss him,<sentiment: negative>It`s gonna be hot here today too. today is Ryan`s last day of pre-k. he`s gonna be in 1st grade with my cousin.  i`m gonna miss him,negative,yes
8fd01857a9,is dreaming of the weekend... awake!,neutral,<sentiment: neutral>is dreaming of the, beach and the sunshine,<sentiment: neutral>is dreaming of the beach and the sunshine,positive,no
